Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp245 (medium confidence),95,2130,1.525,250,0.004,13949,12262,3015,10934,180143428,58405816,121737612,974972298,20491,4418,275.8,10923812,54374615,15732512,48092525,2533,2024798,2536807,29,0,30,1079976245,208824550,2588,4550,2596,4173,2968,4011,2165,2925,3632,4832
National,ssp245 (medium confidence),95,2140,1.678,1,0.6321,4135,2674,963,3172,11319704,3778956,7540748,385998667,5470,1171,79.33,1315306,11515524,4299080,28471820,996,659070,1036390,11,0,16,427022402,17593160,1823,2785,1255,1636,625,709,322,285,110,56
National,ssp245 (medium confidence),95,2140,1.678,5,0.1813,11566,9239,2616,8950,117665224,39596034,78069190,866667389,16551,3559,226.15,7738481,44725515,14298808,47506069,2144,1671104,2143295,27,0,26,961042268,141373617,3004,4467,2555,3908,2164,3054,1663,2591,2180,2531
National,ssp245 (medium confidence),95,2140,1.678,10,0.0952,12173,9926,2739,9434,133779353,45112007,88667346,891635690,17667,3802,238.21,8491014,47507723,14805302,47873807,2246,1755437,2225170,27,0,27,989242390,158831105,2960,4701,2682,4052,2300,3172,1737,2662,2494,3080
National,ssp245 (medium confidence),95,2140,1.678,25,0.0392,12878,10737,2877,10001,154647434,51906933,102740502,926493373,18863,4063,254.16,9490169,51114364,15366049,47924978,2324,1863978,2355014,29,0,28,1027887730,181367630,2791,4703,2848,4246,2424,3482,1896,2614,2919,3819
National,ssp245 (medium confidence),95,2140,1.678,50,0.0198,13423,11349,2966,10457,169848077,56464195,113383882,954391060,19637,4229,265.35,10246528,53273458,15717888,47965221,2385,1945737,2442835,29,0,31,1058072574,197758230,2729,4614,2857,4309,2585,3588,1993,2809,3259,4317
National,ssp245 (medium confidence),95,2140,1.678,100,0.01,13881,11974,3029,10852,185880835,61062401,124818434,978861357,20485,4413,275.88,11029031,55121814,16041935,48033585,2485,2032897,2532337,29,0,31,1084549092,214984698,2568,4500,2712,4328,2879,3833,2083,2966,3639,4858
National,ssp245 (medium confidence),95,2140,1.678,250,0.004,14518,12750,3141,11377,209346455,67360560,141985895,1006730816,21493,4631,289.01,12096674,57289414,16421819,48336052,2822,2154155,2651317,29,0,34,1115007599,240019103,2349,4320,2586,4255,2947,4008,2450,3198,4186,5712
National,ssp245 (medium confidence),95,2150,1.83,1,0.6321,4877,3406,1123,3754,15306999,5176042,10130957,438569839,6452,1382,94.22,1669461,14804969,5331592,32189516,1124,758314,1165252,11,0,16,486729577,23066366,2079,2889,1428,2231,834,865,341,352,195,115
National,ssp245 (medium confidence),95,2150,1.83,5,0.1813,12540,10431,2832,9708,140107996,46915163,93192833,914025344,18285,3934,246.95,8817001,49951998,15108698,47888232,2280,1795650,2303109,28,0,29,1014168683,165829345,3081,4993,2708,4059,2346,3331,1772,2570,2633,3331
National,ssp245 (medium confidence),95,2150,1.83,10,0.0952,13101,11076,2945,10156,158107827,52961589,105146238,942647433,19306,4156,260.22,9621168,52899755,15584853,47926100,2343,1881274,2402449,29,0,29,1045875737,185195121,2964,5043,2866,4164,2397,3533,1886,2618,2988,3948
National,ssp245 (medium confidence),95,2150,1.83,25,0.0392,13822,11865,3065,10757,181159057,60305907,120853150,983604971,20496,4410,275.66,10672118,55712465,16104905,47975526,2432,1991641,2520443,29,0,31,1089813405,209927720,2876,4988,2894,4311,2546,3704,2054,2852,3452,4641
National,ssp245 (medium confidence),95,2150,1.83,50,0.0198,14242,12439,3131,11111,197891213,65246821,132644392,1005115766,21270,4579,285.9,11435896,57592400,16438768,48048298,2503,2075599,2604083,29,0,32,1113360547,227841476,2690,4839,2806,4404,2777,3965,2168,2892,3801,5171
National,ssp245 (medium confidence),95,2150,1.83,100,0.01,14688,13009,3209,11479,215520346,70229272,145291074,1028461875,22005,4737,295.55,12211885,59467264,16731939,48201434,2791,2162467,2683330,30,0,34,1138813903,246626636,2526,4689,2703,4297,2897,4198,2357,3075,4205,5746
National,ssp245 (medium confidence),95,2150,1.83,250,0.004,15324,13670,3304,12020,241112414,76920122,164192292,1056390570,23058,4966,310.19,13283826,61946251,17105151,48645859,3393,2284588,2811003,31,0,35,1169793683,273785979,2423,4482,2577,4289,2717,4290,2754,3537,4853,6460
National,ssp370 (medium confidence),5,2030,0.031,1,0.6321,357,121,83,274,30354,10065,20289,46886579,229,50,7.57,39553,600527,279577,3635899,162,9372,90281,1,0,1,51213286,358855,346,220,11,9,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2030,0.031,5,0.1813,3465,2238,809,2656,7749805,2534380,5215425,338829134,4598,981,65.25,918909,8245705,2847415,21403229,807,494441,885390,7,0,14,369363457,12010570,1721,2799,978,1071,476,544,287,184,3,0
National,ssp370 (medium confidence),5,2030,0.031,10,0.0952,3827,2558,891,2936,9876271,3300648,6575623,366489130,5120,1094,73.25,1116011,9657552,3216433,23418387,896,559918,947627,8,0,14,400512696,14768633,1772,2787,1114,1392,575,671,316,250,50,19
National,ssp370 (medium confidence),5,2030,0.031,25,0.0392,4326,2981,992,3334,12989377,4412554,8576823,398613091,5831,1249,83.96,1407237,11847484,3666734,26959044,1024,642413,1038155,11,0,15,438457774,18705760,1886,2817,1291,1867,673,710,344,370,132,67
National,ssp370 (medium confidence),5,2030,0.031,50,0.0198,4764,3322,1080,3684,15474135,5227065,10247071,427817386,6447,1383,91.76,1657015,13234356,3990601,29724133,1100,702288,1104983,11,0,17,471880858,21824038,2001,2953,1415,2147,787,782,378,433,183,131
National,ssp370 (medium confidence),5,2030,0.031,100,0.01,5230,3698,1170,4060,18379861,6114393,12265467,457057665,7056,1516,100.39,1945366,14825991,4330395,33243888,1227,765609,1177307,11,0,17,506304851,25421231,2135,3000,1565,2420,855,962,427,447,248,227
National,ssp370 (medium confidence),5,2030,0.031,250,0.004,6013,4258,1346,4667,23064721,7452047,15612674,494935181,8015,1724,113.63,2421401,17420458,4834221,35677621,1323,856220,1291943,15,0,17,549325203,31176563,2355,3132,1789,2734,1029,1268,508,522,332,359
National,ssp370 (medium confidence),5,2040,0.063,1,0.6321,366,121,84,282,50756,16996,33760,47750282,238,52,7.84,44479,619860,315343,3658270,168,11690,94709,1,0,1,52123121,422268,345,229,21,9,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2040,0.063,5,0.1813,3517,2238,821,2696,8296313,2722557,5573756,345403782,4713,1006,66.54,971023,8551594,3006407,21908861,820,514813,902855,7,0,14,376767092,12788556,1679,2796,1013,1138,507,577,305,197,13,6
National,ssp370 (medium confidence),5,2040,0.063,10,0.0952,3885,2558,902,2983,10564625,3546528,7018097,371227682,5178,1107,74.54,1175695,9935207,3391015,24398284,927,580743,954023,8,0,14,406515195,15712078,1736,2691,1154,1490,606,705,328,269,61,24
National,ssp370 (medium confidence),5,2040,0.063,25,0.0392,4388,2981,1008,3380,13837061,4716096,9120965,405347559,5906,1265,85.22,1477428,12082501,3866761,28277550,1040,663488,1051397,11,0,15,446759007,19844738,1832,2756,1347,1950,710,724,345,388,154,88
National,ssp370 (medium confidence),5,2040,0.063,50,0.0198,4838,3322,1089,3749,16465301,5565178,10900123,432436940,6540,1403,93.13,1733753,13505829,4208053,30252914,1117,723582,1117283,11,0,17,477312966,23130689,1964,2887,1464,2207,813,842,393,453,204,150
National,ssp370 (medium confidence),5,2040,0.063,100,0.01,5305,3698,1181,4124,19524769,6507425,13017344,459997193,7121,1530,101.78,2030620,15087468,4575805,33843142,1237,787151,1190099,11,0,17,510117902,26918345,2079,2910,1617,2465,903,1025,435,484,271,236
National,ssp370 (medium confidence),5,2040,0.063,250,0.004,6122,4258,1365,4757,24422363,7905463,16516900,505562113,8102,1743,115.01,2521576,17673812,5105231,36239786,1335,877721,1304735,15,0,17,560780447,32926890,2341,3028,1810,2808,1079,1342,539,536,353,388
National,ssp370 (medium confidence),5,2050,0.107,1,0.6321,372,184,85,287,81276,27224,54052,48591523,238,52,7.98,51247,626057,364903,3757402,175,15013,98645,1,0,1,53073627,512440,310,209,62,29,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2050,0.107,5,0.1813,3554,2536,831,2723,9076737,2992329,6084407,347330148,4735,1011,67.41,1042620,8735444,3224948,22190082,828,542921,907283,7,0,14,379162956,13887226,1585,2621,1075,1255,550,610,320,243,24,6
National,ssp370 (medium confidence),5,2050,0.107,10,0.0952,3930,2874,912,3018,11537528,3894463,7643065,373978216,5288,1131,75.45,1257797,10136599,3631727,24924770,940,609402,960911,9,0,14,410000495,17036454,1646,2566,1237,1636,627,748,330,315,90,24
National,ssp370 (medium confidence),5,2050,0.107,25,0.0392,4442,3333,1018,3424,15036448,5142254,9894195,408113103,5992,1284,86.38,1574441,12374428,4142640,28855991,1054,692407,1058243,11,0,16,450401766,21445937,1738,2616,1398,2081,751,769,380,405,175,121
National,ssp370 (medium confidence),5,2050,0.107,50,0.0198,4895,3668,1103,3792,17864969,6044115,11820854,435491113,6612,1419,94.03,1839388,13701945,4511432,30974264,1129,752813,1125647,11,0,17,481292969,24968602,1892,2697,1505,2308,850,935,411,490,237,183
National,ssp370 (medium confidence),5,2050,0.107,100,0.01,5356,4063,1192,4164,21137080,7060090,14076990,464364615,7205,1548,102.96,2148295,15391488,4914409,33950485,1242,816722,1200923,11,0,17,514907510,29016506,1993,2709,1651,2595,939,1130,476,498,297,273
National,ssp370 (medium confidence),5,2050,0.107,250,0.004,6189,4687,1374,4815,26329302,8542011,17787291,509102476,8180,1760,116.04,2659887,17911214,5480178,36951768,1353,907373,1312115,15,0,17,565277573,35376740,2254,2877,1830,2895,1140,1419,572,563,393,425
National,ssp370 (medium confidence),5,2060,0.166,1,0.6321,436,184,98,338,139685,45894,93791,55872524,345,75,9.04,61544,727683,436546,4114705,200,20519,120785,2,0,2,60835697,658293,333,289,103,56,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2060,0.166,5,0.1813,3864,2536,895,2969,10328578,3432238,6896340,369173291,5154,1102,74.32,1153249,10130880,3572980,26273695,934,581518,955949,9,0,14,406533815,15636325,1718,2703,1167,1468,598,706,321,253,60,24
National,ssp370 (medium confidence),5,2060,0.166,10,0.0952,4249,2874,973,3276,13029331,4430833,8598499,395230989,5770,1234,82.49,1382565,11689037,4022510,28701914,1031,648247,1024829,11,0,15,436646768,19082653,1790,2740,1303,1863,676,761,352,344,128,61
National,ssp370 (medium confidence),5,2060,0.166,25,0.0392,4846,3333,1087,3759,16884425,5775969,11108456,440187277,6475,1389,93.65,1721543,13884136,4572379,31201754,1115,731021,1121711,11,0,17,486394878,23909368,1961,2706,1455,2282,827,890,395,443,208,153
National,ssp370 (medium confidence),5,2060,0.166,50,0.0198,5282,3668,1179,4103,20002726,6785773,13216953,465385552,7145,1534,101.61,2001544,15354905,4986754,34964030,1233,791948,1193051,11,0,17,516897537,27782973,2061,2882,1588,2504,909,1027,461,521,263,211
National,ssp370 (medium confidence),5,2060,0.166,100,0.01,5755,4063,1272,4483,23568820,7887962,15680858,497249849,7881,1692,110.68,2327101,17048447,5421218,36835830,1310,856296,1265825,13,0,17,552399951,32173435,2152,3096,1713,2662,1039,1264,511,536,340,323
National,ssp370 (medium confidence),5,2060,0.166,250,0.004,6668,4687,1490,5178,29171132,9488411,19682721,545636557,8981,1933,124.31,2867217,19928806,6023883,39527549,1424,948038,1379477,16,0,17,606472389,39010270,2527,3345,1819,2912,1273,1620,612,626,437,477
National,ssp370 (medium confidence),5,2070,0.227,1,0.6321,489,226,103,386,205623,67305,138317,61975225,414,90,10.11,72526,853270,506424,4350653,208,26991,148829,2,0,2,67327977,811564,345,337,144,77,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2070,0.227,5,0.1813,4140,2831,949,3191,11729006,3927813,7801193,389434737,5580,1194,80.16,1272702,11436242,3952963,28451296,1009,621463,1003181,11,0,15,430325455,17576134,1812,2818,1251,1671,645,748,339,319,93,24
National,ssp370 (medium confidence),5,2070,0.227,10,0.0952,4575,3216,1034,3541,14686280,5018962,9667318,424809527,6150,1317,89.17,1518777,13210265,4438593,30972188,1084,688291,1085795,11,0,15,470077775,21331940,1922,2772,1376,2090,748,821,359,355,170,111
National,ssp370 (medium confidence),5,2070,0.227,25,0.0392,5196,3676,1164,4032,18939367,6486708,12452659,464824029,7063,1515,100.19,1879693,15340477,5032292,34928747,1208,771039,1186655,11,0,17,516279908,26622390,2108,2966,1519,2467,894,950,429,504,246,176
National,ssp370 (medium confidence),5,2070,0.227,50,0.0198,5634,4044,1248,4386,22364151,7602314,14761837,496693293,7700,1653,108.34,2175975,16852878,5484059,36547343,1284,832612,1255738,12,0,17,551349253,30856797,2199,3127,1634,2544,998,1217,482,549,321,263
National,ssp370 (medium confidence),5,2070,0.227,100,0.01,6194,4473,1385,4809,26236345,8801821,17434524,529880176,8350,1795,117.95,2519930,18949896,5951833,38783075,1368,897612,1332982,14,0,17,588946129,35605720,2381,3208,1745,2754,1132,1446,550,572,386,371
National,ssp370 (medium confidence),5,2070,0.227,250,0.004,7159,5148,1594,5565,32305126,10533040,21772086,585160886,9507,2047,132.24,3089440,21709440,6585087,41524327,1489,991259,1440730,17,0,22,649835383,42970912,2777,3526,1857,2986,1360,1802,662,666,503,527
National,ssp370 (medium confidence),5,2080,0.278,1,0.6321,505,226,105,400,266593,87426,179167,63900328,438,95,10.42,82268,891866,560909,4352134,210,33239,157193,2,0,2,69301521,943009,332,357,173,82,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2080,0.278,5,0.1813,4249,2831,977,3272,13011615,4385055,8626559,399785094,5709,1221,81.93,1380371,11795251,4300560,29174551,1028,654941,1024337,11,0,15,441779233,19347487,1765,2629,1319,1875,691,806,346,347,128,51
National,ssp370 (medium confidence),5,2080,0.278,10,0.0952,4684,3216,1063,3621,16192224,5546027,10646197,430424141,6276,1345,91.29,1642784,13735493,4807241,31496693,1102,721687,1101047,11,0,15,476757374,23363936,1877,2624,1413,2259,805,837,387,408,202,148
National,ssp370 (medium confidence),5,2080,0.278,25,0.0392,5291,3676,1189,4102,20809378,7139407,13669971,471868387,7205,1546,102.33,2021239,15766681,5439060,35698242,1228,804644,1206580,11,0,17,524539890,29074322,2032,2883,1570,2515,930,1041,476,548,283,218
National,ssp370 (medium confidence),5,2080,0.278,50,0.0198,5763,4044,1279,4484,24497646,8337367,16160279,508198407,7845,1685,110.59,2331947,17435508,5918442,37610065,1311,866863,1272958,13,0,17,564516938,33614898,2155,2988,1650,2677,1081,1295,521,598,356,286
National,ssp370 (medium confidence),5,2080,0.278,100,0.01,6340,4473,1416,4924,28628026,9626851,19001175,537794675,8478,1822,120.39,2693287,19610679,6411943,40049983,1400,932622,1350202,14,0,17,598805539,38665878,2354,2999,1740,2889,1231,1572,591,603,424,414
National,ssp370 (medium confidence),5,2080,0.278,250,0.004,7321,5148,1637,5684,35131527,11476059,23655468,594515607,9725,2094,134.7,3287469,22331683,7057734,41781911,1499,1028681,1458934,18,0,22,660088136,46505412,2708,3545,1932,2930,1403,1965,731,736,547,549
National,ssp370 (medium confidence),5,2090,0.347,1,0.6321,585,305,123,462,363731,117670,246061,70344115,514,111,12.23,96496,1036784,632660,4790666,232,43187,199013,2,0,5,76370577,1136074,381,395,204,120,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2090,0.347,5,0.1813,4609,3207,1039,3570,14913637,5058290,9855346,426977360,6191,1325,89.83,1539923,13592329,4783176,31389076,1091,700392,1095388,11,0,15,473054153,21937128,1932,2732,1377,2172,758,827,363,346,179,115
National,ssp370 (medium confidence),5,2090,0.347,10,0.0952,5096,3564,1152,3944,18479969,6335396,12144573,462897321,6841,1467,98.46,1823305,15154306,5315936,34138472,1166,766492,1177060,11,0,17,513367159,26385701,2061,2781,1487,2493,877,922,432,488,239,157
National,ssp370 (medium confidence),5,2090,0.347,25,0.0392,5730,4050,1279,4451,23605971,8110937,15495034,506394374,7797,1674,110.33,2226881,17699637,6004433,38209454,1302,850786,1269514,12,0,17,563572978,32688071,2214,3092,1618,2618,1053,1225,516,604,329,257
National,ssp370 (medium confidence),5,2090,0.347,50,0.0198,6214,4463,1379,4835,27657089,9433993,18223096,540143951,8415,1807,119.86,2558780,19706196,6518132,40627164,1397,914279,1344298,14,0,17,601821609,37648280,2353,3168,1703,2732,1166,1528,585,623,407,365
National,ssp370 (medium confidence),5,2090,0.347,100,0.01,6829,4909,1520,5309,32180486,10845360,21335126,577935123,9185,1975,129.99,2946824,21798845,7034811,42575567,1477,981293,1417606,18,0,18,643727140,43143413,2556,3375,1808,2889,1310,1749,680,674,475,498
National,ssp370 (medium confidence),5,2090,0.347,250,0.004,7919,5656,1782,6137,39326612,12877803,26448809,629281849,10503,2262,144.07,3570694,24564880,7688346,43889162,1584,1080494,1521418,20,0,23,699257309,51666146,2983,3954,1992,2901,1530,2202,795,838,619,608
National,ssp370 (medium confidence),5,2100,0.392,1,0.6321,600,305,125,475,431554,138317,293237,71590937,528,114,12.37,106177,1050148,679307,4903569,234,50133,206885,2,0,5,77751539,1267171,378,395,222,133,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2100,0.392,5,0.1813,4670,3207,1055,3615,16204983,5514029,10690954,429930299,6260,1340,90.65,1648608,13722769,5103501,31679833,1100,730087,1101292,11,0,15,476434193,23687179,1853,2577,1419,2291,801,875,395,387,202,130
National,ssp370 (medium confidence),5,2100,0.392,10,0.0952,5145,3564,1165,3980,20048383,6873487,13174896,465409344,6918,1484,99.37,1945870,15386134,5654270,34829485,1188,795601,1185424,11,0,17,516810387,28444124,1942,2613,1538,2613,942,990,450,517,273,184
National,ssp370 (medium confidence),5,2100,0.392,25,0.0392,5778,4050,1288,4490,25511214,8771549,16739665,509416289,7881,1692,111.39,2366254,18052044,6378739,38469309,1311,881091,1276894,12,0,17,567214537,35137298,2113,2893,1646,2680,1102,1383,556,643,361,281
National,ssp370 (medium confidence),5,2100,0.392,50,0.0198,6268,4463,1386,4882,29800920,10180366,19620554,545312528,8493,1824,120.99,2712372,19973783,6914768,41091567,1407,945533,1354138,14,0,17,607732016,40373592,2238,2998,1740,2775,1220,1664,627,650,443,406
National,ssp370 (medium confidence),5,2100,0.392,100,0.01,6886,4909,1532,5354,34593974,11671266,22922707,584230517,9260,1991,130.96,3118662,22056147,7443668,42968130,1488,1013437,1426954,18,0,20,650681747,46169740,2421,3219,1853,2886,1364,1854,728,756,520,545
National,ssp370 (medium confidence),5,2100,0.392,250,0.004,7973,5656,1795,6178,42175833,13830415,28345418,633798641,10606,2284,145.24,3760969,24785671,8098345,44262713,1595,1114651,1530766,20,0,23,704377792,55149797,2831,3762,2022,2878,1615,2383,837,904,668,679
National,ssp370 (medium confidence),5,2110,0.391,1,0.6321,600,305,125,475,430046,137858,292189,71590937,528,114,12.37,105963,1050148,678276,4903569,234,49979,206885,2,0,5,77751539,1264264,378,395,222,133,0,0,0,0,0,0
National,ssp370 (medium confidence),5,2110,0.391,5,0.1813,4667,3207,1055,3612,16176287,5503901,10672385,429594646,6255,1339,90.65,1646198,13722769,5096396,31679833,1100,729427,1101292,11,0,15,476098541,23648308,1852,2572,1419,2291,801,875,393,387,202,130
National,ssp370 (medium confidence),5,2110,0.391,10,0.0952,5145,3564,1165,3980,20013529,6861530,13151999,465409344,6918,1484,99.35,1943145,15372639,5646792,34829485,1188,794954,1185424,11,0,17,516796892,28398420,1944,2621,1539,2605,943,1000,446,507,273,184
National,ssp370 (medium confidence),5,2110,0.391,25,0.0392,5778,4050,1288,4490,25468875,8756869,16712007,509416289,7881,1692,111.37,2363158,18049146,6370142,38377540,1310,880417,1276894,12,0,17,567119869,35082593,2116,2902,1648,2685,1097,1369,556,643,361,281
