Region_ID,Region,Scenario,Percentile,Year,SLR,Total_AAL,Building_AAL,Crops_AAL,Road_AAL,Infrastructure_AAL,Average_Annual_Population_Exposed
VUT.1_1,Malampa,ssp119 (medium confidence),5,2020,0.012,346801.03,107188.68,134518.53,95637.74,9455.88,594.44
VUT.1_1,Malampa,ssp119 (medium confidence),5,2030,0.029,357412.48,112431.29,137435.56,97934.81,9610.54,630.54
VUT.1_1,Malampa,ssp119 (medium confidence),5,2040,0.05,370477.48,118907.73,141036.66,100730.52,9802.71,646.92
VUT.1_1,Malampa,ssp119 (medium confidence),5,2050,0.092,396585.04,131860.23,148233.73,106316.27,10174.98,658.46
VUT.1_1,Malampa,ssp119 (medium confidence),5,2060,0.102,402932.12,135067.85,149956.52,107642.05,10265.91,659.63
VUT.1_1,Malampa,ssp119 (medium confidence),5,2070,0.126,419726.56,143955.01,154197.24,111030.78,10543.52,712.15
VUT.1_1,Malampa,ssp119 (medium confidence),5,2080,0.14,429537.19,149139.17,156672.33,113021.08,10704.27,729.52
VUT.1_1,Malampa,ssp119 (medium confidence),5,2090,0.162,444947.34,157286.06,160561.07,116143.65,10956.48,738.14
VUT.1_1,Malampa,ssp119 (medium confidence),5,2100,0.145,433040.38,150990.71,157556.51,113731.49,10761.63,731.79
VUT.1_1,Malampa,ssp119 (medium confidence),5,2110,0.17,450547.36,160248.26,161974.87,117275.92,11048.26,739.8
VUT.1_1,Malampa,ssp119 (medium confidence),5,2120,0.179,456849.93,163581.14,163565.31,118552.28,11151.43,741.06
VUT.1_1,Malampa,ssp119 (medium confidence),5,2130,0.184,460349.78,165432.41,164449.01,119259.84,11208.78,742.76
VUT.1_1,Malampa,ssp119 (medium confidence),5,2140,0.188,463150.36,166913.76,165155.48,119826.15,11254.64,742.76
VUT.1_1,Malampa,ssp119 (medium confidence),5,2150,0.194,467349.82,169135.46,166216.04,120674.94,11323.41,742.78
VUT.1_1,Malampa,ssp119 (medium confidence),17,2020,0.026,355549.5,111506.19,136921.38,97537.11,9584.74,628.85
VUT.1_1,Malampa,ssp119 (medium confidence),17,2030,0.052,371721.37,119524.59,141379.18,100997.68,9820.21,650.72
VUT.1_1,Malampa,ssp119 (medium confidence),17,2040,0.078,387886.59,127542.69,145834.53,104458.84,10050.76,658.06
VUT.1_1,Malampa,ssp119 (medium confidence),17,2050,0.123,417623.19,142844.36,153666.67,110604.22,10508.32,706.36
VUT.1_1,Malampa,ssp119 (medium confidence),17,2060,0.141,430238.31,149509.82,156849.26,113163.82,10715.79,730.09
VUT.1_1,Malampa,ssp119 (medium confidence),17,2070,0.174,453347.03,161729.68,162681.69,117841.61,11094.13,741.02
VUT.1_1,Malampa,ssp119 (medium confidence),17,2080,0.198,470150.47,170616.84,166923.06,121241.3,11369.27,742.78
VUT.1_1,Malampa,ssp119 (medium confidence),17,2090,0.229,494436.83,184405.19,172478.26,125814.97,11738.34,817.09
VUT.1_1,Malampa,ssp119 (medium confidence),17,2100,0.243,505518.04,190704.14,174991.89,127916.27,11905.75,829.98
VUT.1_1,Malampa,ssp119 (medium confidence),17,2110,0.266,523698.34,201052.69,179119.76,131345.56,12180.35,832.63
VUT.1_1,Malampa,ssp119 (medium confidence),17,2120,0.285,538713.47,209601.2,182529.33,134175.67,12407.21,836.05
VUT.1_1,Malampa,ssp119 (medium confidence),17,2130,0.302,552374.87,217475.97,185586.16,136703.54,12608.93,838.94
VUT.1_1,Malampa,ssp119 (medium confidence),17,2140,0.316,565169.48,225355.9,188157.36,138878.92,12777.1,875.25
VUT.1_1,Malampa,ssp119 (medium confidence),17,2150,0.33,578055.12,233236.17,190736.12,141121.14,12961.81,905.48
VUT.1_1,Malampa,ssp119 (medium confidence),50,2020,0.046,367983.16,117674.2,140350.49,100200.55,9758.24,646.58
VUT.1_1,Malampa,ssp119 (medium confidence),50,2030,0.084,391614.04,129392.9,146862.82,105254.07,10103.98,658.37
VUT.1_1,Malampa,ssp119 (medium confidence),50,2040,0.124,418324.5,143214.49,153843.64,110746.7,10519.74,709.07
VUT.1_1,Malampa,ssp119 (medium confidence),50,2050,0.174,453347.03,161729.68,162681.69,117841.61,11094.13,741.02
VUT.1_1,Malampa,ssp119 (medium confidence),50,2060,0.208,477787.77,174956.77,168703.64,122642.52,11484.35,747.98
VUT.1_1,Malampa,ssp119 (medium confidence),50,2070,0.257,516586.45,197003.31,177504.8,130005.71,12072.88,830.69
VUT.1_1,Malampa,ssp119 (medium confidence),50,2080,0.3,550567.53,216350.08,185220.87,136410.08,12586.5,838.52
VUT.1_1,Malampa,ssp119 (medium confidence),50,2090,0.349,595502.48,243930.62,194232.31,144139.38,13200.1,914.95
VUT.1_1,Malampa,ssp119 (medium confidence),50,2100,0.404,646538.28,275436.05,204361.06,152850.75,13890.71,929.14
VUT.1_1,Malampa,ssp119 (medium confidence),50,2110,0.456,702494.28,311827.71,214171.11,161910.73,14584.89,1015.49
VUT.1_1,Malampa,ssp119 (medium confidence),50,2120,0.496,745509.11,339821.39,221713.65,168856.37,15118.04,1024.8
VUT.1_1,Malampa,ssp119 (medium confidence),50,2130,0.535,792838.38,371492.57,229471.74,176230.75,15643.83,1106.7
VUT.1_1,Malampa,ssp119 (medium confidence),50,2140,0.572,838386.92,402014.12,236877.9,183350.36,16144.55,1122.37
VUT.1_1,Malampa,ssp119 (medium confidence),50,2150,0.608,884034.01,432886.83,244195.72,190318.99,16632.27,1138.64
VUT.1_1,Malampa,ssp119 (medium confidence),83,2020,0.07,382916.44,125075.43,144463.83,103397.11,9979.81,657.8
VUT.1_1,Malampa,ssp119 (medium confidence),83,2030,0.125,419023.68,143584.87,154020.61,110887.21,10531.46,710.32
VUT.1_1,Malampa,ssp119 (medium confidence),83,2040,0.183,459649.84,165062.29,164272.12,119118.13,11197.28,741.41
VUT.1_1,Malampa,ssp119 (medium confidence),83,2050,0.249,510262.66,193403.65,176068.95,128812.77,11977.32,830.26
VUT.1_1,Malampa,ssp119 (medium confidence),83,2060,0.305,555087.67,219164.6,186134.78,137145.67,12642.61,839.26
VUT.1_1,Malampa,ssp119 (medium confidence),83,2070,0.38,623952.6,261379.19,199933.28,149050.98,13588.77,921.88
VUT.1_1,Malampa,ssp119 (medium confidence),83,2080,0.449,694959.46,306928.94,212851.03,160687.81,14491.43,1014.02
VUT.1_1,Malampa,ssp119 (medium confidence),83,2090,0.525,780498.06,363243.55,227468.63,174292.92,15493.22,1087.61
VUT.1_1,Malampa,ssp119 (medium confidence),83,2100,0.617,896824.36,441634.08,246139.25,192290.34,16760.53,1193.0
VUT.1_1,Malampa,ssp119 (medium confidence),83,2110,0.7,1014382.42,522301.41,264033.87,210113.83,17933.31,1252.75
VUT.1_1,Malampa,ssp119 (medium confidence),83,2120,0.77,1140029.4,612761.49,280534.15,227120.97,19612.62,1437.13
VUT.1_1,Malampa,ssp119 (medium confidence),83,2130,0.837,1260355.05,699344.14,296330.2,243454.59,21225.93,1454.41
VUT.1_1,Malampa,ssp119 (medium confidence),83,2140,0.902,1378017.84,784218.91,311691.23,259301.14,22806.74,1463.46
VUT.1_1,Malampa,ssp119 (medium confidence),83,2150,0.967,1527086.33,896690.81,328328.75,276982.37,25084.47,1591.48
VUT.1_1,Malampa,ssp119 (medium confidence),95,2020,0.089,394721.23,130934.95,147719.83,105918.49,10148.27,658.4
VUT.1_1,Malampa,ssp119 (medium confidence),95,2030,0.158,442143.57,155804.71,159854.12,115574.11,10910.67,737.89
VUT.1_1,Malampa,ssp119 (medium confidence),95,2040,0.232,496810.46,185755.07,173016.66,126264.31,11774.3,819.06
VUT.1_1,Malampa,ssp119 (medium confidence),95,2050,0.316,565169.48,225355.9,188157.36,138878.92,12777.1,875.25
VUT.1_1,Malampa,ssp119 (medium confidence),95,2060,0.391,634045.38,267570.97,201956.29,150791.55,13726.44,923.52
VUT.1_1,Malampa,ssp119 (medium confidence),95,2070,0.49,739057.32,335622.25,220582.25,167815.09,15038.0,1024.22
VUT.1_1,Malampa,ssp119 (medium confidence),95,2080,0.579,847002.93,407788.53,238278.99,184696.24,16239.29,1126.65
VUT.1_1,Malampa,ssp119 (medium confidence),95,2090,0.674,977578.71,497032.14,258430.16,204549.51,17566.38,1250.23
VUT.1_1,Malampa,ssp119 (medium confidence),95,2100,0.793,1181341.13,642483.74,285957.57,232733.02,20166.74,1447.31
VUT.1_1,Malampa,ssp119 (medium confidence),95,2110,0.891,1357318.1,769127.67,309060.04,256605.41,22524.97,1462.14
VUT.1_1,Malampa,ssp119 (medium confidence),95,2120,0.985,1568367.93,927836.98,332935.27,281881.18,25714.54,1593.79
VUT.1_1,Malampa,ssp119 (medium confidence),95,2130,1.074,1795003.54,1101569.41,356778.45,307417.74,29237.71,1715.1
VUT.1_1,Malampa,ssp119 (medium confidence),95,2140,1.16,2036988.82,1289857.5,380633.87,333452.8,33044.93,1870.59
VUT.1_1,Malampa,ssp119 (medium confidence),95,2150,1.247,2306723.46,1503466.71,404979.79,361199.51,37077.19,2034.21
VUT.1_1,Malampa,ssp126 (low confidence),5,2030,0.028,356791.69,112123.11,137264.29,97802.27,9602.13,630.44
VUT.1_1,Malampa,ssp126 (low confidence),5,2040,0.046,367983.16,117674.2,140350.49,100200.55,9757.97,646.58
VUT.1_1,Malampa,ssp126 (low confidence),5,2050,0.089,394721.23,130934.95,147719.83,105918.49,10148.27,658.4
VUT.1_1,Malampa,ssp126 (low confidence),5,2060,0.12,415498.07,141733.4,153135.72,110166.72,10462.28,700.37
VUT.1_1,Malampa,ssp126 (low confidence),5,2070,0.159,442843.88,156174.87,160030.96,115715.89,10922.1,737.89
VUT.1_1,Malampa,ssp126 (low confidence),5,2080,0.179,456849.93,163581.14,163565.31,118552.28,11151.43,741.06
VUT.1_1,Malampa,ssp126 (low confidence),5,2090,0.202,473108.5,172257.07,167633.18,121803.23,11415.24,744.4
VUT.1_1,Malampa,ssp126 (low confidence),5,2100,0.198,470150.47,170616.84,166923.06,121241.3,11369.27,742.78
VUT.1_1,Malampa,ssp126 (low confidence),5,2110,0.221,488102.19,180805.79,171041.72,124611.6,11642.88,804.07
VUT.1_1,Malampa,ssp126 (low confidence),5,2120,0.238,501562.68,188454.56,174094.08,127168.1,11845.88,824.71
VUT.1_1,Malampa,ssp126 (low confidence),5,2130,0.252,512634.58,194753.53,176607.32,129260.18,12013.2,830.5
VUT.1_1,Malampa,ssp126 (low confidence),5,2140,0.265,522908.12,200602.78,178940.13,131196.66,12168.61,832.6
VUT.1_1,Malampa,ssp126 (low confidence),5,2150,0.278,533181.9,206451.47,181273.12,133133.32,12323.92,835.5
VUT.1_1,Malampa,ssp126 (low confidence),17,2020,0.021,352430.51,109964.48,136063.68,96863.93,9538.64,623.8
VUT.1_1,Malampa,ssp126 (low confidence),17,2030,0.055,373586.94,120449.69,141893.32,101397.25,9846.94,653.18
VUT.1_1,Malampa,ssp126 (low confidence),17,2040,0.082,390371.57,128776.26,146520.17,104989.19,10086.09,658.09
VUT.1_1,Malampa,ssp126 (low confidence),17,2050,0.129,421828.17,145066.05,154727.64,111456.65,10577.93,712.78
VUT.1_1,Malampa,ssp126 (low confidence),17,2060,0.163,445646.94,157656.22,160737.77,116284.99,10968.02,738.14
VUT.1_1,Malampa,ssp126 (low confidence),17,2070,0.209,478568.2,175406.74,168882.2,122783.14,11496.25,748.09
VUT.1_1,Malampa,ssp126 (low confidence),17,2080,0.239,502353.15,188904.56,174273.8,127316.96,11857.87,826.16
VUT.1_1,Malampa,ssp126 (low confidence),17,2090,0.272,528439.87,203752.22,180196.34,132239.45,12251.92,834.09
VUT.1_1,Malampa,ssp126 (low confidence),17,2100,0.292,544245.82,212750.69,183785.28,135218.86,12491.01,836.11
VUT.1_1,Malampa,ssp126 (low confidence),17,2110,0.322,570697.73,228733.0,189263.75,139842.77,12857.95,895.03
VUT.1_1,Malampa,ssp126 (low confidence),17,2120,0.351,597336.34,245056.17,194600.08,144455.12,13225.04,915.32
VUT.1_1,Malampa,ssp126 (low confidence),17,2130,0.376,620283.2,259127.98,199197.65,148418.92,13538.71,921.77
VUT.1_1,Malampa,ssp126 (low confidence),17,2140,0.401,643359.98,273336.64,203798.63,152372.06,13852.14,924.54
VUT.1_1,Malampa,ssp126 (low confidence),17,2150,0.425,669105.47,290132.68,208322.83,156484.33,14165.41,991.16
VUT.1_1,Malampa,ssp126 (low confidence),50,2020,0.054,372965.85,120141.19,141722.06,101265.01,9838.08,653.18
VUT.1_1,Malampa,ssp126 (low confidence),50,2030,0.101,402244.1,134697.47,149780.45,107510.37,10255.82,659.09
VUT.1_1,Malampa,ssp126 (low confidence),50,2040,0.144,432340.37,150620.55,157379.63,113590.24,10750.18,731.76
VUT.1_1,Malampa,ssp126 (low confidence),50,2050,0.201,472329.73,171807.34,167454.63,121664.18,11403.59,744.05
VUT.1_1,Malampa,ssp126 (low confidence),50,2060,0.252,512634.58,194753.53,176607.32,129260.18,12013.2,830.5
VUT.1_1,Malampa,ssp126 (low confidence),50,2070,0.311,560539.45,222541.63,187234.56,138052.37,12710.92,848.02
VUT.1_1,Malampa,ssp126 (low confidence),50,2080,0.363,608353.57,251810.79,196806.94,146360.42,13375.68,917.73
VUT.1_1,Malampa,ssp126 (low confidence),50,2090,0.417,660488.02,284533.96,206811.63,155081.76,14060.71,971.83
VUT.1_1,Malampa,ssp126 (low confidence),50,2100,0.48,728306.76,328624.03,218696.83,166081.12,14904.85,1022.52
VUT.1_1,Malampa,ssp126 (low confidence),50,2110,0.555,817465.8,387990.92,233475.49,180084.59,15914.88,1114.81
VUT.1_1,Malampa,ssp126 (low confidence),50,2120,0.616,895403.06,440662.13,245923.31,192071.3,16746.23,1190.07
VUT.1_1,Malampa,ssp126 (low confidence),50,2130,0.676,980409.91,498975.93,258861.32,204977.85,17594.76,1250.23
VUT.1_1,Malampa,ssp126 (low confidence),50,2140,0.737,1080719.7,570115.84,272751.1,219035.61,18816.95,1410.49
VUT.1_1,Malampa,ssp126 (low confidence),50,2150,0.798,1190321.7,648945.34,287136.25,233952.42,20287.66,1447.65
VUT.1_1,Malampa,ssp126 (low confidence),83,2020,0.095,398449.12,132785.33,148747.81,106714.94,10201.48,658.65
VUT.1_1,Malampa,ssp126 (low confidence),83,2030,0.165,447047.12,158396.72,161091.24,116568.21,10990.89,739.51
VUT.1_1,Malampa,ssp126 (low confidence),83,2040,0.248,509472.43,192953.92,175889.72,128663.36,11965.39,830.26
VUT.1_1,Malampa,ssp126 (low confidence),83,2050,0.341,588157.56,239427.67,192760.76,142869.57,13099.77,910.87
VUT.1_1,Malampa,ssp126 (low confidence),83,2060,0.435,679893.8,297131.12,210209.65,158248.2,14305.06,1004.89
VUT.1_1,Malampa,ssp126 (low confidence),83,2070,0.533,790371.15,369842.66,229070.5,175841.22,15616.63,1102.86
VUT.1_1,Malampa,ssp126 (low confidence),83,2080,0.634,920943.93,458156.08,249807.78,195978.39,17001.67,1227.29
VUT.1_1,Malampa,ssp126 (low confidence),83,2090,0.744,1093309.79,579162.07,274402.66,220759.28,18986.16,1421.6
VUT.1_1,Malampa,ssp126 (low confidence),83,2100,0.874,1326789.55,747158.77,305052.66,252461.89,22116.12,1459.6
VUT.1_1,Malampa,ssp126 (low confidence),83,2110,0.996,1593590.23,946870.73,335750.47,284869.02,26100.18,1594.18
VUT.1_1,Malampa,ssp126 (low confidence),83,2120,1.117,1911880.36,1192128.44,368568.56,320123.39,31059.93,1798.94
VUT.1_1,Malampa,ssp126 (low confidence),83,2130,1.242,2290391.12,1490413.78,403582.46,359551.46,36843.18,2031.73
VUT.1_1,Malampa,ssp126 (low confidence),83,2140,1.363,2717037.45,1836211.51,437457.16,401138.2,42230.61,2231.55
VUT.1_1,Malampa,ssp126 (low confidence),83,2150,1.492,3254406.53,2282282.87,473923.49,450218.49,47981.68,2412.09
VUT.1_1,Malampa,ssp126 (low confidence),95,2020,0.117,413390.5,140622.4,152605.14,109733.79,10429.13,695.21
VUT.1_1,Malampa,ssp126 (low confidence),95,2030,0.204,474667.15,173157.27,167989.61,122081.79,11438.3,746.15
VUT.1_1,Malampa,ssp126 (low confidence),95,2040,0.32,568857.4,227607.59,188895.13,139521.73,12833.44,894.0
VUT.1_1,Malampa,ssp126 (low confidence),95,2050,0.444,689579.68,303429.72,211907.4,159817.13,14424.91,1010.04
VUT.1_1,Malampa,ssp126 (low confidence),95,2060,0.572,838386.92,402014.12,236877.9,183350.36,16144.55,1122.37
VUT.1_1,Malampa,ssp126 (low confidence),95,2070,0.703,1019631.83,526178.37,264731.93,210744.53,17977.1,1253.49
VUT.1_1,Malampa,ssp126 (low confidence),95,2080,0.857,1296264.82,725189.94,301044.81,248323.13,21706.52,1455.5
VUT.1_1,Malampa,ssp126 (low confidence),95,2090,1.021,1657245.75,995729.16,342447.38,291983.05,27086.66,1676.62
VUT.1_1,Malampa,ssp126 (low confidence),95,2100,1.209,2182477.15,1404263.69,394356.71,348565.12,35291.55,1893.2
VUT.1_1,Malampa,ssp126 (low confidence),95,2110,1.388,2811193.53,1913347.31,444470.25,410081.99,43293.77,2238.79
VUT.1_1,Malampa,ssp126 (low confidence),95,2120,1.566,3609061.72,2581404.13,494899.95,481227.89,51529.96,2592.74
VUT.1_1,Malampa,ssp126 (low confidence),95,2130,1.741,4556970.51,3387960.79,545226.34,561237.7,62545.5,2946.21
VUT.1_1,Malampa,ssp126 (low confidence),95,2140,1.916,5695947.35,4371002.55,595252.42,651372.55,78320.01,3222.09
VUT.1_1,Malampa,ssp126 (medium confidence),5,2030,0.028,356791.69,112123.11,137264.29,97802.27,9602.13,630.44
VUT.1_1,Malampa,ssp126 (medium confidence),5,2040,0.046,367983.16,117674.2,140350.49,100200.55,9757.97,646.58
VUT.1_1,Malampa,ssp126 (medium confidence),5,2050,0.089,394721.23,130934.95,147719.83,105918.49,10148.27,658.4
VUT.1_1,Malampa,ssp126 (medium confidence),5,2060,0.12,415498.07,141733.4,153135.72,110166.72,10462.28,700.37
VUT.1_1,Malampa,ssp126 (medium confidence),5,2070,0.159,442843.88,156174.87,160030.96,115715.89,10922.1,737.89
VUT.1_1,Malampa,ssp126 (medium confidence),5,2080,0.179,456849.93,163581.14,163565.31,118552.28,11151.43,741.06
VUT.1_1,Malampa,ssp126 (medium confidence),5,2090,0.202,473108.5,172257.07,167633.18,121803.23,11415.24,744.4
VUT.1_1,Malampa,ssp126 (medium confidence),5,2100,0.198,470150.47,170616.84,166923.06,121241.3,11369.27,742.78
VUT.1_1,Malampa,ssp126 (medium confidence),5,2110,0.221,488102.19,180805.79,171041.72,124611.6,11642.88,804.07
VUT.1_1,Malampa,ssp126 (medium confidence),5,2120,0.238,501562.68,188454.56,174094.08,127168.1,11845.88,824.71
VUT.1_1,Malampa,ssp126 (medium confidence),5,2130,0.252,512634.58,194753.53,176607.32,129260.18,12013.2,830.5
VUT.1_1,Malampa,ssp126 (medium confidence),5,2140,0.265,522908.12,200602.78,178940.4,131196.66,12168.61,832.6
VUT.1_1,Malampa,ssp126 (medium confidence),5,2150,0.278,533181.9,206451.47,181273.12,133133.32,12323.92,835.5
VUT.1_1,Malampa,ssp126 (medium confidence),17,2020,0.021,352430.51,109964.48,136063.68,96863.93,9538.64,623.8
VUT.1_1,Malampa,ssp126 (medium confidence),17,2030,0.055,373586.94,120449.69,141893.32,101397.25,9846.94,653.18
VUT.1_1,Malampa,ssp126 (medium confidence),17,2040,0.082,390371.57,128776.26,146520.17,104989.19,10086.09,658.09
VUT.1_1,Malampa,ssp126 (medium confidence),17,2050,0.129,421828.17,145066.05,154727.64,111456.65,10577.93,712.78
VUT.1_1,Malampa,ssp126 (medium confidence),17,2060,0.163,445646.94,157656.22,160737.77,116284.99,10968.02,738.14
VUT.1_1,Malampa,ssp126 (medium confidence),17,2070,0.209,478568.2,175406.74,168882.2,122783.14,11496.25,748.09
VUT.1_1,Malampa,ssp126 (medium confidence),17,2080,0.239,502353.15,188904.56,174273.8,127316.96,11857.87,826.16
VUT.1_1,Malampa,ssp126 (medium confidence),17,2090,0.272,528439.87,203752.22,180196.34,132239.45,12251.92,834.09
VUT.1_1,Malampa,ssp126 (medium confidence),17,2100,0.292,544245.82,212750.69,183785.28,135218.86,12491.01,836.11
VUT.1_1,Malampa,ssp126 (medium confidence),17,2110,0.322,570697.73,228733.0,189263.75,139842.77,12857.95,895.03
VUT.1_1,Malampa,ssp126 (medium confidence),17,2120,0.351,597336.34,245056.17,194600.08,144455.12,13225.04,915.32
VUT.1_1,Malampa,ssp126 (medium confidence),17,2130,0.376,620283.2,259127.98,199197.65,148418.92,13538.71,921.77
VUT.1_1,Malampa,ssp126 (medium confidence),17,2140,0.401,643359.98,273336.64,203798.63,152372.06,13852.14,924.76
VUT.1_1,Malampa,ssp126 (medium confidence),17,2150,0.425,669105.47,290132.68,208322.83,156484.33,14165.41,991.16
VUT.1_1,Malampa,ssp126 (medium confidence),50,2020,0.051,371100.09,119215.9,141207.62,100864.74,9811.56,649.62
VUT.1_1,Malampa,ssp126 (medium confidence),50,2030,0.096,399070.39,133093.79,148919.11,106847.31,10210.43,658.72
VUT.1_1,Malampa,ssp126 (medium confidence),50,2040,0.136,426733.91,147658.13,155965.48,112452.11,10658.45,727.32
VUT.1_1,Malampa,ssp126 (medium confidence),50,2050,0.192,465949.89,168395.14,165862.51,120391.75,11300.45,742.78
VUT.1_1,Malampa,ssp126 (medium confidence),50,2060,0.238,501562.68,188454.56,174094.08,127168.1,11845.88,824.71
VUT.1_1,Malampa,ssp126 (medium confidence),50,2070,0.297,548197.05,215000.19,184682.49,135963.55,12550.58,836.11
VUT.1_1,Malampa,ssp126 (medium confidence),50,2080,0.347,593667.64,242804.96,193864.43,143823.46,13174.82,914.49
VUT.1_1,Malampa,ssp126 (medium confidence),50,2090,0.398,640466.68,271510.82,203243.66,151897.61,13814.1,923.29
VUT.1_1,Malampa,ssp126 (medium confidence),50,2100,0.46,706801.76,314627.05,214925.4,162611.48,14638.06,1015.92
VUT.1_1,Malampa,ssp126 (medium confidence),50,2110,0.531,787906.73,368192.99,228670.36,175453.85,15589.72,1100.64
VUT.1_1,Malampa,ssp126 (medium confidence),50,2120,0.584,853157.22,411913.26,239279.31,185657.72,16307.22,1126.68
VUT.1_1,Malampa,ssp126 (medium confidence),50,2130,0.636,923776.97,460100.17,250239.03,196408.6,17029.8,1231.98
VUT.1_1,Malampa,ssp126 (medium confidence),50,2140,0.686,994566.36,508694.91,261016.66,207119.25,17735.8,1251.98
VUT.1_1,Malampa,ssp126 (medium confidence),50,2150,0.734,1075324.03,566239.14,272043.54,218297.41,18744.23,1408.32
VUT.1_1,Malampa,ssp126 (medium confidence),83,2020,0.084,391614.04,129392.9,146862.82,105254.07,10103.98,658.37
VUT.1_1,Malampa,ssp126 (medium confidence),83,2030,0.143,431640.7,150250.21,157202.72,113448.89,10738.68,730.53
VUT.1_1,Malampa,ssp126 (medium confidence),83,2040,0.202,473108.5,172257.07,167633.18,121803.23,11415.25,744.4
VUT.1_1,Malampa,ssp126 (medium confidence),83,2050,0.274,530020.42,204652.15,180555.35,132537.07,12275.85,834.37
VUT.1_1,Malampa,ssp126 (medium confidence),83,2060,0.34,587239.79,238864.61,192576.74,142710.98,13087.4,910.4
VUT.1_1,Malampa,ssp126 (medium confidence),83,2070,0.422,665872.42,288033.25,207756.24,155956.56,14126.13,984.04
VUT.1_1,Malampa,ssp126 (medium confidence),83,2080,0.504,754663.57,345920.29,223263.51,170257.58,15221.93,1027.14
VUT.1_1,Malampa,ssp126 (medium confidence),83,2090,0.585,854389.89,412737.97,239479.8,185851.43,16320.66,1126.72
VUT.1_1,Malampa,ssp126 (medium confidence),83,2100,0.684,991735.89,506751.04,260585.51,206691.81,17707.47,1251.82
VUT.1_1,Malampa,ssp126 (medium confidence),83,2110,0.804,1201094.22,656698.91,288550.77,235412.26,20432.02,1447.68
VUT.1_1,Malampa,ssp126 (medium confidence),83,2120,0.892,1359113.53,770419.99,309295.88,256848.65,22549.01,1462.21
VUT.1_1,Malampa,ssp126 (medium confidence),83,2130,0.977,1550022.2,913994.18,330887.9,279705.25,25434.54,1591.99
VUT.1_1,Malampa,ssp126 (medium confidence),83,2140,1.061,1761228.3,1075608.66,353264.41,303644.54,28710.93,1709.96
VUT.1_1,Malampa,ssp126 (medium confidence),83,2150,1.144,1990450.16,1253492.99,376145.98,328502.74,32308.62,1863.57
VUT.1_1,Malampa,ssp126 (medium confidence),95,2020,0.109,407756.26,137659.94,151188.48,108571.29,10336.58,663.53
VUT.1_1,Malampa,ssp126 (medium confidence),95,2030,0.18,457550.08,163951.29,163741.95,118693.64,11162.89,741.06
VUT.1_1,Malampa,ssp126 (medium confidence),95,2040,0.257,516586.45,197003.31,177504.8,130005.76,12072.88,830.69
VUT.1_1,Malampa,ssp126 (medium confidence),95,2050,0.344,590915.32,241116.31,193312.59,143348.97,13137.43,913.83
VUT.1_1,Malampa,ssp126 (medium confidence),95,2060,0.431,675582.97,294331.74,209455.24,157543.96,14251.69,998.64
VUT.1_1,Malampa,ssp126 (medium confidence),95,2070,0.538,796531.0,373967.4,230071.8,176807.34,15684.43,1108.96
VUT.1_1,Malampa,ssp126 (medium confidence),95,2080,0.642,932273.96,465931.38,251532.96,197694.62,17115.02,1236.48
VUT.1_1,Malampa,ssp126 (medium confidence),95,2090,0.749,1102292.31,585623.07,275582.18,221979.77,19106.69,1427.74
VUT.1_1,Malampa,ssp126 (medium confidence),95,2100,0.88,1337566.6,754912.46,306466.91,253926.67,22260.3,1460.96
VUT.1_1,Malampa,ssp126 (medium confidence),95,2110,1.01,1628542.87,973762.12,339466.92,288686.62,26627.3,1603.87
VUT.1_1,Malampa,ssp126 (medium confidence),95,2120,1.123,1929352.65,1205764.94,370252.93,321998.66,31335.95,1823.93
VUT.1_1,Malampa,ssp126 (medium confidence),95,2130,1.232,2257723.45,1464307.72,400788.27,356251.86,36375.67,2021.28
VUT.1_1,Malampa,ssp126 (medium confidence),95,2140,1.341,2634159.55,1768331.89,431284.92,393248.34,41294.41,2217.61
VUT.1_1,Malampa,ssp126 (medium confidence),95,2150,1.451,3076998.83,2134366.24,462297.75,434215.43,46119.14,2397.36
VUT.1_1,Malampa,ssp245 (medium confidence),5,2030,0.016,349299.71,108422.5,135205.18,96180.49,9491.56,608.51
VUT.1_1,Malampa,ssp245 (medium confidence),5,2040,0.052,371721.37,119524.59,141379.18,100997.68,9820.21,650.72
VUT.1_1,Malampa,ssp245 (medium confidence),5,2050,0.108,407064.61,137289.55,151012.28,108436.02,10326.55,661.98
VUT.1_1,Malampa,ssp245 (medium confidence),5,2060,0.146,433740.06,151361.09,157733.2,113872.68,10773.08,732.08
VUT.1_1,Malampa,ssp245 (medium confidence),5,2070,0.182,458949.81,164691.9,164095.21,118976.59,11185.84,741.34
VUT.1_1,Malampa,ssp245 (medium confidence),5,2080,0.228,493646.43,183955.23,172298.52,125665.88,11726.68,815.63
VUT.1_1,Malampa,ssp245 (medium confidence),5,2090,0.265,522908.12,200602.78,178940.13,131196.66,12168.61,832.6
VUT.1_1,Malampa,ssp245 (medium confidence),5,2100,0.255,515006.12,196103.35,177146.06,129707.82,12048.85,830.62
VUT.1_1,Malampa,ssp245 (medium confidence),5,2110,0.272,528439.87,203752.22,180196.34,132239.45,12251.92,834.09
VUT.1_1,Malampa,ssp245 (medium confidence),5,2120,0.307,556898.27,220290.21,186500.75,137442.52,12665.07,839.44
VUT.1_1,Malampa,ssp245 (medium confidence),5,2130,0.339,586318.15,238301.79,192392.65,142548.68,13074.71,910.05
VUT.1_1,Malampa,ssp245 (medium confidence),5,2140,0.37,614778.57,255750.7,198094.46,147469.81,13463.56,920.57
