Region_ID,Region,Scenario,Percentile,Year,SLR,Total_AAL,Building_AAL,Crops_AAL,Road_AAL,Infrastructure_AAL,Average_Annual_Population_Exposed
VUT.4_1,Shefa,ssp126 (medium confidence),17,2100,0.292,6552374.95,5442072.93,58582.13,426810.9,624909.09,1460.05
VUT.4_1,Shefa,ssp126 (medium confidence),17,2110,0.322,6921505.98,5761310.24,60304.34,447342.61,652548.75,1548.44
VUT.4_1,Shefa,ssp126 (medium confidence),17,2120,0.351,7291530.97,6080642.14,61983.37,468310.27,680595.72,1581.04
VUT.4_1,Shefa,ssp126 (medium confidence),17,2130,0.376,7610648.95,6355928.01,63429.66,486258.28,705032.86,1591.16
VUT.4_1,Shefa,ssp126 (medium confidence),17,2140,0.401,7931418.47,6633143.78,64876.61,504221.08,729177.58,1598.48
VUT.4_1,Shefa,ssp126 (medium confidence),17,2150,0.425,8289483.03,6943729.91,66282.2,523473.31,755998.11,1700.25
VUT.4_1,Shefa,ssp126 (medium confidence),50,2020,0.051,4160489.3,3387694.69,45315.3,290275.75,437203.31,1212.52
VUT.4_1,Shefa,ssp126 (medium confidence),50,2030,0.096,4526448.86,3698715.48,47714.82,312183.83,467835.08,1220.84
VUT.4_1,Shefa,ssp126 (medium confidence),50,2040,0.136,4906787.53,4025297.72,49900.24,333928.14,497661.61,1311.81
VUT.4_1,Shefa,ssp126 (medium confidence),50,2050,0.192,5448243.02,4490309.64,52969.5,364915.96,540048.05,1332.6
VUT.4_1,Shefa,ssp126 (medium confidence),50,2060,0.238,5949500.27,4922420.91,55544.75,392970.37,578564.32,1445.97
VUT.4_1,Shefa,ssp126 (medium confidence),50,2070,0.297,6608188.21,5490188.98,58863.65,429947.38,629188.22,1463.38
VUT.4_1,Shefa,ssp126 (medium confidence),50,2080,0.347,7240492.59,6036596.08,61751.54,465426.1,676718.76,1576.46
VUT.4_1,Shefa,ssp126 (medium confidence),50,2090,0.398,7891147.64,6598179.74,64702.63,502038.3,726227.11,1597.9
VUT.4_1,Shefa,ssp126 (medium confidence),50,2100,0.46,8812641.25,7396667.84,68333.02,551956.68,795683.52,1734.34
VUT.4_1,Shefa,ssp126 (medium confidence),50,2110,0.531,9945423.65,8376956.73,72562.09,612031.7,883873.39,1892.67
VUT.4_1,Shefa,ssp126 (medium confidence),50,2120,0.584,1.086128689E7,9167930.62,75788.91,659984.91,957582.24,1922.13
VUT.4_1,Shefa,ssp126 (medium confidence),50,2130,0.636,1.184927957E7,1.002431562E7,79067.3,710890.6,1035006.05,2057.6
VUT.4_1,Shefa,ssp126 (medium confidence),50,2140,0.686,1.283898789E7,1.088209371E7,82268.63,761825.07,1112800.45,2085.34
VUT.4_1,Shefa,ssp126 (medium confidence),50,2150,0.734,1.391231026E7,1.181835904E7,85530.74,816108.93,1192311.23,2350.81
VUT.4_1,Shefa,ssp126 (medium confidence),83,2020,0.084,4428854.85,3615776.71,47075.12,306346.12,459657.18,1220.49
VUT.4_1,Shefa,ssp126 (medium confidence),83,2030,0.143,4974478.93,4083424.18,50283.8,337813.79,502956.81,1315.89
VUT.4_1,Shefa,ssp126 (medium confidence),83,2040,0.202,5547605.43,4575986.03,53519.69,370482.83,547617.14,1334.72
VUT.4_1,Shefa,ssp126 (medium confidence),83,2050,0.274,6351478.64,5268855.76,57569.94,415562.13,609491.03,1457.35
VUT.4_1,Shefa,ssp126 (medium confidence),83,2060,0.34,7151219.49,5959516.0,61346.43,460408.27,669948.81,1570.33
VUT.4_1,Shefa,ssp126 (medium confidence),83,2070,0.422,8244694.86,6904906.47,66105.86,521014.59,752667.91,1692.11
VUT.4_1,Shefa,ssp126 (medium confidence),83,2080,0.504,9478193.88,7974007.48,70917.67,587632.31,845636.64,1745.35
VUT.4_1,Shefa,ssp126 (medium confidence),83,2090,0.585,1.08785662E7,9182854.69,75849.69,660892.89,958968.81,1922.13
VUT.4_1,Shefa,ssp126 (medium confidence),83,2100,0.684,1.279941578E7,1.084778258E7,82140.56,759785.67,1109707.01,2084.92
VUT.4_1,Shefa,ssp126 (medium confidence),83,2110,0.804,1.555406063E7,1.325148029E7,90409.25,899816.68,1312354.18,2422.42
VUT.4_1,Shefa,ssp126 (medium confidence),83,2120,0.892,1.761731288E7,1.505311853E7,96539.21,1004746.78,1462908.35,2434.4
VUT.4_1,Shefa,ssp126 (medium confidence),83,2130,0.977,1.994047141E7,1.710842503E7,102699.06,1119393.85,1609953.2,2651.23
VUT.4_1,Shefa,ssp126 (medium confidence),83,2140,1.061,2.24452281E7,1.934478846E7,108841.98,1241599.87,1749997.78,2864.65
VUT.4_1,Shefa,ssp126 (medium confidence),83,2150,1.144,2.51147945E7,2.174617201E7,115221.47,1370562.02,1882839.45,3079.91
VUT.4_1,Shefa,ssp126 (medium confidence),95,2020,0.109,4644967.65,3801095.73,48419.43,318677.27,476775.14,1230.45
VUT.4_1,Shefa,ssp126 (medium confidence),95,2030,0.18,5332235.27,4390664.21,52311.84,358285.47,530973.56,1328.94
VUT.4_1,Shefa,ssp126 (medium confidence),95,2040,0.257,6161611.83,5105261.44,56613.72,404912.26,594824.51,1452.69
VUT.4_1,Shefa,ssp126 (medium confidence),95,2050,0.344,7202221.84,6003561.85,61577.94,463275.62,673806.46,1574.42
VUT.4_1,Shefa,ssp126 (medium confidence),95,2060,0.431,8379341.8,7021376.28,66633.66,528369.48,762962.25,1714.1
VUT.4_1,Shefa,ssp126 (medium confidence),95,2070,0.538,1.006656419E7,8481424.78,72988.64,618402.36,893748.38,1900.69
VUT.4_1,Shefa,ssp126 (medium confidence),95,2080,0.642,1.196809964E7,1.012724893E7,79451.56,717023.57,1044375.53,2063.9
VUT.4_1,Shefa,ssp126 (medium confidence),95,2090,0.749,1.42642366E7,1.212545648E7,86577.12,834105.76,1218096.96,2383.04
VUT.4_1,Shefa,ssp126 (medium confidence),95,2100,0.88,1.733597211E7,1.480744053E7,95703.53,990443.56,1442384.52,2433.04
VUT.4_1,Shefa,ssp126 (medium confidence),95,2110,1.01,2.088301026E7,1.794741903E7,105102.23,1164715.41,1665773.59,2682.3
VUT.4_1,Shefa,ssp126 (medium confidence),95,2120,1.123,2.440998091E7,2.111005969E7,113539.08,1336451.1,1849931.55,3035.98
VUT.4_1,Shefa,ssp126 (medium confidence),95,2130,1.232,2.816794964E7,2.45109084E7,122379.93,1516429.66,2018232.13,3279.32
VUT.4_1,Shefa,ssp126 (medium confidence),95,2140,1.341,3.230494337E7,2.828204065E7,131552.0,1710535.59,2180815.13,3503.28
VUT.4_1,Shefa,ssp126 (medium confidence),95,2150,1.451,3.690362397E7,3.249620209E7,141045.78,1919325.13,2347050.78,3724.48
VUT.4_1,Shefa,ssp245 (medium confidence),5,2030,0.016,3875513.06,3145789.55,43447.75,273036.58,413239.44,1168.32
VUT.4_1,Shefa,ssp245 (medium confidence),5,2040,0.052,4168618.05,3394606.39,45368.72,290762.3,437880.64,1214.2
VUT.4_1,Shefa,ssp245 (medium confidence),5,2050,0.108,4635421.61,3792791.75,48364.81,318174.89,476090.06,1226.8
VUT.4_1,Shefa,ssp245 (medium confidence),5,2060,0.146,5003489.35,4108335.69,50448.6,339471.02,505234.54,1318.9
VUT.4_1,Shefa,ssp245 (medium confidence),5,2070,0.182,5351567.78,4407271.68,52421.37,359390.97,532483.56,1328.97
VUT.4_1,Shefa,ssp245 (medium confidence),5,2080,0.228,5837692.0,4826188.74,54982.09,386675.92,569844.74,1427.75
VUT.4_1,Shefa,ssp245 (medium confidence),5,2090,0.265,6251018.33,5182247.02,57063.74,409927.81,601779.81,1453.77
VUT.4_1,Shefa,ssp245 (medium confidence),5,2100,0.255,6139289.73,5086014.85,56501.16,403655.9,593117.33,1452.29
VUT.4_1,Shefa,ssp245 (medium confidence),5,2110,0.272,6329160.17,5249609.39,57457.56,414313.83,607779.58,1454.67
VUT.4_1,Shefa,ssp245 (medium confidence),5,2120,0.307,6729860.58,5596138.54,59434.87,436413.26,637874.11,1474.24
VUT.4_1,Shefa,ssp245 (medium confidence),5,2130,0.339,7138462.66,5948504.7,61288.47,459686.31,668983.47,1570.3
VUT.4_1,Shefa,ssp245 (medium confidence),5,2140,0.37,7533900.36,6289859.45,63082.51,481951.42,699007.19,1587.72
VUT.4_1,Shefa,ssp245 (medium confidence),5,2150,0.399,7903898.19,6609191.39,64760.38,502756.12,727190.4,1597.9
VUT.4_1,Shefa,ssp245 (medium confidence),17,2020,0.011,3834449.86,3111231.84,43180.35,270492.62,409545.24,1135.75
VUT.4_1,Shefa,ssp245 (medium confidence),17,2030,0.048,4136090.16,3366959.87,45155.55,288803.44,435171.31,1212.37
VUT.4_1,Shefa,ssp245 (medium confidence),17,2040,0.088,4461379.81,3643422.72,47288.53,308292.92,462375.7,1220.49
VUT.4_1,Shefa,ssp245 (medium confidence),17,2050,0.146,5003489.35,4108335.69,50448.6,339471.02,505234.54,1318.9
VUT.4_1,Shefa,ssp245 (medium confidence),17,2060,0.19,5428910.77,4473701.68,52859.79,363810.5,538538.53,1331.18
VUT.4_1,Shefa,ssp245 (medium confidence),17,2070,0.239,5960685.04,4932044.04,55601.26,393604.04,579435.63,1446.32
VUT.4_1,Shefa,ssp245 (medium confidence),17,2080,0.296,6597014.95,5480565.59,58807.33,429309.68,628332.37,1463.38
VUT.4_1,Shefa,ssp245 (medium confidence),17,2090,0.349,7265998.51,6058619.02,61867.21,466866.25,678645.78,1577.8
VUT.4_1,Shefa,ssp245 (medium confidence),17,2100,0.369,7521155.79,6278847.89,63024.55,481235.98,698047.14,1587.49
VUT.4_1,Shefa,ssp245 (medium confidence),17,2110,0.395,7852887.96,6565145.56,64528.86,499876.26,723336.81,1595.76
VUT.4_1,Shefa,ssp245 (medium confidence),17,2120,0.441,8528837.39,7150787.22,67219.89,536525.76,774304.53,1725.69
VUT.4_1,Shefa,ssp245 (medium confidence),17,2130,0.486,9200938.21,7733136.09,69855.96,572999.13,824947.02,1740.59
VUT.4_1,Shefa,ssp245 (medium confidence),17,2140,0.531,9945423.65,8376956.73,72562.09,612031.7,883873.39,1892.67
VUT.4_1,Shefa,ssp245 (medium confidence),17,2150,0.573,1.067126511E7,9003766.37,75119.46,650056.91,942322.37,1921.12
VUT.4_1,Shefa,ssp245 (medium confidence),50,2020,0.049,4144231.39,3373871.57,45208.95,289302.4,435848.63,1212.41
VUT.4_1,Shefa,ssp245 (medium confidence),50,2030,0.094,4510159.54,3684892.3,47608.19,311212.21,466447.08,1220.84
VUT.4_1,Shefa,ssp245 (medium confidence),50,2040,0.143,4974478.93,4083424.18,50283.8,337813.79,502956.81,1315.89
VUT.4_1,Shefa,ssp245 (medium confidence),50,2050,0.209,5624818.06,4643348.4,53911.65,374515.77,553042.26,1342.99
VUT.4_1,Shefa,ssp245 (medium confidence),50,2060,0.266,6262181.3,5191870.14,57119.94,410553.23,602638.09,1453.77
VUT.4_1,Shefa,ssp245 (medium confidence),50,2070,0.338,7125712.62,5937493.33,61230.52,458958.43,668030.38,1568.85
VUT.4_1,Shefa,ssp245 (medium confidence),50,2080,0.418,8184857.29,6853142.18,65871.09,517674.34,748169.64,1673.96
VUT.4_1,Shefa,ssp245 (medium confidence),50,2090,0.494,9320420.56,7836664.87,70324.54,579476.15,833955.01,1741.91
VUT.4_1,Shefa,ssp245 (medium confidence),50,2100,0.562,1.04812353E7,8839601.88,74449.75,640111.84,927071.78,1919.32
VUT.4_1,Shefa,ssp245 (medium confidence),50,2110,0.643,1.198787196E7,1.014440453E7,79515.58,718038.18,1045913.64,2064.97
VUT.4_1,Shefa,ssp245 (medium confidence),50,2120,0.72,1.358327454E7,1.15317349E7,84554.45,798962.25,1168022.77,2284.65
VUT.4_1,Shefa,ssp245 (medium confidence),50,2130,0.796,1.536649959E7,1.308769514E7,89852.28,890278.02,1298674.64,2418.64
VUT.4_1,Shefa,ssp245 (medium confidence),50,2140,0.872,1.714841015E7,1.464365546E7,95146.13,980914.99,1428693.82,2431.62
VUT.4_1,Shefa,ssp245 (medium confidence),50,2150,0.946,1.908059298E7,1.634690334E7,100443.57,1076993.56,1556252.11,2631.24
VUT.4_1,Shefa,ssp245 (medium confidence),83,2020,0.089,4469510.66,3650334.42,47341.66,308780.37,463054.25,1220.49
VUT.4_1,Shefa,ssp245 (medium confidence),83,2030,0.145,4993810.95,4100031.69,50393.62,338919.61,504465.53,1318.87
VUT.4_1,Shefa,ssp245 (medium confidence),83,2040,0.209,5624818.06,4643348.4,53911.65,374515.77,553042.26,1342.99
VUT.4_1,Shefa,ssp245 (medium confidence),83,2050,0.292,6552374.95,5442072.93,58582.13,426810.9,624909.09,1460.05
VUT.4_1,Shefa,ssp245 (medium confidence),83,2060,0.372,7559431.6,6311882.39,63198.18,483386.56,700964.68,1588.25
VUT.4_1,Shefa,ssp245 (medium confidence),83,2070,0.478,9081469.85,7629607.49,69387.48,566531.29,815943.85,1739.09
VUT.4_1,Shefa,ssp245 (medium confidence),83,2080,0.593,1.101675949E7,9302247.11,76336.78,668113.35,970062.24,1922.58
VUT.4_1,Shefa,ssp245 (medium confidence),83,2090,0.711,1.337061454E7,1.134747621E7,83924.97,787491.91,1151721.17,2143.27
VUT.4_1,Shefa,ssp245 (medium confidence),83,2100,0.831,1.61871562E7,1.380425562E7,92290.34,932045.94,1358564.35,2427.08
VUT.4_1,Shefa,ssp245 (medium confidence),83,2110,0.969,1.971856071E7,1.691190337E7,102117.19,1108455.63,1596084.6,2649.22
VUT.4_1,Shefa,ssp245 (medium confidence),83,2120,1.091,2.336343312E7,2.016677091E7,111039.92,1286322.0,1799300.24,2882.77
VUT.4_1,Shefa,ssp245 (medium confidence),83,2130,1.211,2.739625449E7,2.380974624E7,120620.82,1479217.42,1986670.33,3144.1
VUT.4_1,Shefa,ssp245 (medium confidence),83,2140,1.33,3.186467118E7,2.7879413E7,130616.76,1690104.22,2164537.68,3483.49
VUT.4_1,Shefa,ssp245 (medium confidence),83,2150,1.449,3.68159237E7,3.241562886E7,140870.02,1915418.52,2344006.23,3723.07
VUT.4_1,Shefa,ssp245 (medium confidence),95,2020,0.119,4742203.32,3884133.69,48968.04,324376.8,484724.81,1288.65
VUT.4_1,Shefa,ssp245 (medium confidence),95,2030,0.185,5380571.24,4432183.21,52585.83,361049.68,534752.64,1329.16
VUT.4_1,Shefa,ssp245 (medium confidence),95,2040,0.263,6228652.07,5163000.72,56951.32,408679.09,600021.11,1453.26
VUT.4_1,Shefa,ssp245 (medium confidence),95,2050,0.361,7419074.11,6190756.45,62561.77,475499.08,690257.05,1585.8
VUT.4_1,Shefa,ssp245 (medium confidence),95,2060,0.465,8887317.23,7461373.13,68625.84,556017.79,801300.17,1735.83
VUT.4_1,Shefa,ssp245 (medium confidence),95,2070,0.597,1.10858661E7,9361943.32,76580.21,671734.52,975608.12,1923.05
VUT.4_1,Shefa,ssp245 (medium confidence),95,2080,0.744,1.414697992E7,1.202309046E7,86228.47,828136.1,1209524.89,2378.17
VUT.4_1,Shefa,ssp245 (medium confidence),95,2090,0.888,1.752353523E7,1.497122568E7,96260.63,999981.54,1456066.87,2434.02
VUT.4_1,Shefa,ssp245 (medium confidence),95,2100,1.055,2.226159377E7,1.918039211E7,108402.15,1232658.49,1740140.76,2859.54
VUT.4_1,Shefa,ssp245 (medium confidence),95,2110,1.218,2.765348275E7,2.404346687E7,121207.94,1491727.01,1997080.46,3225.17
VUT.4_1,Shefa,ssp245 (medium confidence),95,2120,1.371,3.350654557E7,2.938011581E7,134102.59,1766192.15,2226134.96,3534.81
VUT.4_1,Shefa,ssp245 (medium confidence),95,2130,1.525,4.023645476E7,3.556292748E7,147548.63,2066307.22,2459671.0,3914.92
VUT.4_1,Shefa,ssp245 (medium confidence),95,2140,1.678,4.774484024E7,4.250319099E7,161168.13,2389513.35,2690968.0,4204.2
VUT.4_1,Shefa,ssp245 (medium confidence),95,2150,1.83,5.59955733E7,5.016937568E7,175507.18,2732343.05,2918347.42,4634.45
VUT.4_1,Shefa,ssp370 (medium confidence),5,2030,0.031,3997657.62,3249463.14,44248.35,280455.01,423490.88,1201.34
VUT.4_1,Shefa,ssp370 (medium confidence),5,2040,0.063,4258070.24,3470633.46,45955.48,296132.49,445348.83,1217.56
VUT.4_1,Shefa,ssp370 (medium confidence),5,2050,0.107,4625851.72,3784488.23,48310.35,317647.9,475404.98,1225.76
VUT.4_1,Shefa,ssp370 (medium confidence),5,2060,0.166,5196872.47,4274411.22,51544.66,350536.97,520379.73,1323.77
VUT.4_1,Shefa,ssp370 (medium confidence),5,2070,0.227,5826511.48,4816565.84,54926.0,386044.22,568975.89,1424.6
VUT.4_1,Shefa,ssp370 (medium confidence),5,2080,0.278,6396127.92,5307348.15,57794.88,418066.4,612918.0,1458.73
VUT.4_1,Shefa,ssp370 (medium confidence),5,2090,0.347,7240492.59,6036596.08,61751.54,465426.1,676718.76,1576.46
VUT.4_1,Shefa,ssp370 (medium confidence),5,2100,0.392,7814640.32,6532111.32,64355.53,497726.69,720447.04,1595.59
VUT.4_1,Shefa,ssp370 (medium confidence),5,2110,0.391,7801891.35,6521099.66,64297.52,497010.56,719483.82,1594.25
VUT.4_1,Shefa,ssp370 (medium confidence),5,2120,0.449,8648350.42,7254315.82,67688.51,543026.42,783319.29,1731.11
VUT.4_1,Shefa,ssp370 (medium confidence),5,2130,0.506,9512207.49,8003855.45,71038.66,589277.42,848035.77,1750.05
VUT.4_1,Shefa,ssp370 (medium confidence),5,2140,0.56,1.044668852E7,8809753.71,74327.9,638313.39,924293.26,1918.62
VUT.4_1,Shefa,ssp370 (medium confidence),5,2150,0.612,1.137318522E7,9612582.11,77529.18,685968.3,997105.88,1966.2
VUT.4_1,Shefa,ssp370 (medium confidence),17,2020,0.017,3883728.49,3152701.26,43501.4,273521.87,414004.22,1172.73
VUT.4_1,Shefa,ssp370 (medium confidence),17,2030,0.056,4201159.78,3422252.63,45582.09,292724.97,440600.35,1214.49
VUT.4_1,Shefa,ssp370 (medium confidence),17,2040,0.095,4518319.47,3691804.01,47661.66,311697.82,467156.21,1220.84
VUT.4_1,Shefa,ssp370 (medium confidence),17,2050,0.148,5022847.12,4124943.23,50558.35,340578.8,506766.76,1319.46
VUT.4_1,Shefa,ssp370 (medium confidence),17,2060,0.209,5624818.06,4643348.4,53911.65,374515.77,553042.26,1342.99
VUT.4_1,Shefa,ssp370 (medium confidence),17,2070,0.282,6440766.81,5345841.03,58019.82,420564.58,616340.89,1459.22
VUT.4_1,Shefa,ssp370 (medium confidence),17,2080,0.349,7265998.51,6058619.02,61867.21,466866.25,678645.78,1577.8
VUT.4_1,Shefa,ssp370 (medium confidence),17,2090,0.431,8379341.8,7021376.28,66633.66,528369.48,762962.25,1714.1
VUT.4_1,Shefa,ssp370 (medium confidence),17,2100,0.505,9495156.4,7988931.36,70978.19,588451.21,846795.62,1747.31
VUT.4_1,Shefa,ssp370 (medium confidence),17,2110,0.523,9806824.64,8257564.08,72074.75,604720.48,872465.17,1871.83
VUT.4_1,Shefa,ssp370 (medium confidence),17,2120,0.6,1.113768319E7,9406715.38,76762.82,674437.23,979767.76,1923.05
VUT.4_1,Shefa,ssp370 (medium confidence),17,2130,0.675,1.26212347E7,1.069338256E7,81564.44,750628.42,1095659.37,2082.52
VUT.4_1,Shefa,ssp370 (medium confidence),17,2140,0.749,1.42642366E7,1.212545648E7,86577.12,834105.76,1218096.96,2383.04
VUT.4_1,Shefa,ssp370 (medium confidence),17,2150,0.819,1.590574903E7,1.355857774E7,91454.33,917708.86,1338008.11,2424.62
VUT.4_1,Shefa,ssp370 (medium confidence),50,2020,0.048,4136090.16,3366959.87,45155.55,288803.44,435171.31,1212.37
VUT.4_1,Shefa,ssp370 (medium confidence),50,2030,0.093,4502030.19,3677980.89,47555.03,310726.22,465768.46,1220.84
VUT.4_1,Shefa,ssp370 (medium confidence),50,2040,0.144,4984142.7,4091728.22,50339.1,338366.65,503708.72,1316.0
VUT.4_1,Shefa,ssp370 (medium confidence),50,2050,0.216,5703457.95,4710710.74,54306.43,379016.34,559424.38,1399.02
VUT.4_1,Shefa,ssp370 (medium confidence),50,2060,0.286,6485417.04,5384333.91,58244.8,423064.38,619773.94,1459.63
VUT.4_1,Shefa,ssp370 (medium confidence),50,2070,0.377,7623397.2,6366939.57,63487.64,486974.02,705996.31,1591.16
VUT.4_1,Shefa,ssp370 (medium confidence),50,2080,0.474,9021741.08,7577843.03,69152.98,563299.14,811445.63,1738.98
VUT.4_1,Shefa,ssp370 (medium confidence),50,2090,0.581,1.080946979E7,9123158.55,75606.3,657282.29,953422.64,1921.76
VUT.4_1,Shefa,ssp370 (medium confidence),50,2100,0.71,1.334699205E7,1.132700322E7,83854.93,786159.27,1149974.85,2113.24
VUT.4_1,Shefa,ssp370 (medium confidence),50,2110,0.799,1.543683107E7,1.314911445E7,90061.2,893851.01,1303804.41,2420.0
VUT.4_1,Shefa,ssp370 (medium confidence),50,2120,0.918,1.830321681E7,1.565907769E7,98404.61,1038389.13,1507344.79,2566.53
VUT.4_1,Shefa,ssp370 (medium confidence),50,2130,1.036,2.167986362E7,1.865980342E7,107009.93,1204208.6,1708841.41,2835.49
VUT.4_1,Shefa,ssp370 (medium confidence),50,2140,1.152,2.538326694E7,2.198850016E7,115861.97,1383549.87,1895354.79,3088.54
VUT.4_1,Shefa,ssp370 (medium confidence),50,2150,1.262,2.926947318E7,2.551256847E7,124888.96,1568748.3,2063267.46,3308.52
VUT.4_1,Shefa,ssp370 (medium confidence),83,2020,0.08,4396337.21,3588130.41,46861.74,304401.92,456943.15,1220.12
VUT.4_1,Shefa,ssp370 (medium confidence),83,2030,0.137,4916459.36,4033601.71,49955.25,334482.15,498420.5,1312.2
VUT.4_1,Shefa,ssp370 (medium confidence),83,2040,0.207,5602765.26,4624102.04,53799.65,373366.34,551497.2,1339.96
VUT.4_1,Shefa,ssp370 (medium confidence),83,2050,0.303,6679474.58,5552092.7,59204.79,433790.5,634386.64,1469.78
VUT.4_1,Shefa,ssp370 (medium confidence),83,2060,0.393,7827390.72,6543122.62,64413.19,498444.59,721410.35,1595.63
VUT.4_1,Shefa,ssp370 (medium confidence),83,2070,0.517,9702855.76,8168019.92,71709.18,599192.97,863933.67,1839.01
VUT.4_1,Shefa,ssp370 (medium confidence),83,2080,0.655,1.222534307E7,1.035027132E7,80283.94,730254.79,1064533.06,2074.89
VUT.4_1,Shefa,ssp370 (medium confidence),83,2090,0.806,1.560095278E7,1.329242655E7,90548.67,902203.46,1315773.93,2422.55
VUT.4_1,Shefa,ssp370 (medium confidence),83,2100,0.998,2.05229018E7,1.762429446E7,104227.17,1148097.02,1646283.01,2655.96
VUT.4_1,Shefa,ssp370 (medium confidence),83,2110,1.155,2.548390147E7,2.207937329E7,116102.13,1388383.01,1900043.09,3088.98
VUT.4_1,Shefa,ssp370 (medium confidence),83,2120,1.329,3.182465196E7,2.784281053E7,130531.66,1688250.45,2163059.46,3481.28
VUT.4_1,Shefa,ssp370 (medium confidence),83,2130,1.504,3.924141414E7,3.464507208E7,145698.44,2022886.24,2427757.57,3758.44
VUT.4_1,Shefa,ssp370 (medium confidence),83,2140,1.675,4.759272728E7,4.236233699E7,160898.28,2383044.71,2686447.25,4204.12
VUT.4_1,Shefa,ssp370 (medium confidence),83,2150,1.844,5.680236091E7,5.092089969E7,176874.75,2765235.04,2939351.12,4658.11
VUT.4_1,Shefa,ssp370 (medium confidence),95,2020,0.105,4606741.13,3767880.72,48200.99,316637.06,474022.36,1222.8
VUT.4_1,Shefa,ssp370 (medium confidence),95,2030,0.172,5254897.72,4324233.69,51873.36,353869.79,524920.72,1326.7
VUT.4_1,Shefa,ssp370 (medium confidence),95,2040,0.259,6183947.69,5124507.8,56726.15,406170.72,596543.03,1452.75
VUT.4_1,Shefa,ssp370 (medium confidence),95,2050,0.376,7610648.95,6355928.01,63429.66,486258.28,705032.86,1591.16
VUT.4_1,Shefa,ssp370 (medium confidence),95,2060,0.488,9230807.93,7759018.16,69973.09,574621.69,827194.68,1740.59
VUT.4_1,Shefa,ssp370 (medium confidence),95,2070,0.642,1.196809964E7,1.012724893E7,79451.56,717023.57,1044375.53,2063.9
VUT.4_1,Shefa,ssp370 (medium confidence),95,2080,0.815,1.581195389E7,1.34766849E7,91175.78,912930.39,1331162.81,2423.63
VUT.4_1,Shefa,ssp370 (medium confidence),95,2090,1.007,2.079159462E7,1.786522061E7,104883.16,1160514.16,1660976.65,2676.15
VUT.4_1,Shefa,ssp370 (medium confidence),95,2100,1.251,2.886567716E7,2.514529287E7,123969.41,1549595.49,2046819.42,3302.58
VUT.4_1,Shefa,ssp370 (medium confidence),95,2110,1.44,3.642119921E7,3.205305009E7,140079.75,1897764.24,2330305.08,3716.14
VUT.4_1,Shefa,ssp370 (medium confidence),95,2120,1.655,4.657852522E7,4.142330917E7,159099.86,2339825.29,2656290.67,4190.26
VUT.4_1,Shefa,ssp370 (medium confidence),95,2130,1.875,5.858821558E7,5.258498867E7,179901.7,2837996.53,2985329.01,4680.17
VUT.4_1,Shefa,ssp585 (low confidence),5,2030,0.046,4119833.7,3353136.74,45048.7,287831.32,433816.71,1211.12
VUT.4_1,Shefa,ssp585 (low confidence),5,2040,0.075,4355690.13,3553572.24,46595.14,301972.64,453549.77,1219.19
VUT.4_1,Shefa,ssp585 (low confidence),5,2050,0.122,4771318.81,3909044.72,49132.84,326097.54,487043.51,1294.12
VUT.4_1,Shefa,ssp585 (low confidence),5,2060,0.181,5341900.36,4398967.67,52366.85,358837.65,531728.24,1328.97
VUT.4_1,Shefa,ssp585 (low confidence),5,2070,0.243,6005356.13,4970536.7,55826.03,396131.19,582862.22,1448.0
VUT.4_1,Shefa,ssp585 (low confidence),5,2080,0.312,6793509.8,5651195.72,59724.06,439953.12,642636.93,1496.82
VUT.4_1,Shefa,ssp585 (low confidence),5,2090,0.414,8124936.39,6801377.87,65636.39,514423.82,743498.31,1651.19
VUT.4_1,Shefa,ssp585 (low confidence),5,2100,0.484,9171072.67,7707253.96,69738.67,571380.54,822699.56,1740.51
VUT.4_1,Shefa,ssp585 (low confidence),5,2110,0.478,9081469.85,7629607.49,69387.25,566531.29,815943.85,1739.09
VUT.4_1,Shefa,ssp585 (low confidence),5,2120,0.554,1.034302703E7,8720209.54,73962.94,632886.46,915968.08,1915.92
VUT.4_1,Shefa,ssp585 (low confidence),5,2130,0.624,1.161161726E7,9818448.91,78298.28,698573.6,1016296.55,2033.25
VUT.4_1,Shefa,ssp585 (low confidence),5,2140,0.691,1.293792772E7,1.096787155E7,82588.55,766920.54,1120546.64,2085.88
VUT.4_1,Shefa,ssp585 (low confidence),5,2150,0.75,1.428768663E7,1.21459295E7,86647.09,835307.55,1219802.51,2384.72
VUT.4_1,Shefa,ssp585 (low confidence),17,2020,0.02,3908184.44,3173435.85,43661.49,275029.4,416057.77,1184.85
VUT.4_1,Shefa,ssp585 (low confidence),17,2030,0.068,4298722.37,3505191.41,46222.01,298562.14,448747.08,1218.04
VUT.4_1,Shefa,ssp585 (low confidence),17,2040,0.108,4635421.61,3792791.75,48364.81,318174.89,476090.06,1226.8
VUT.4_1,Shefa,ssp585 (low confidence),17,2050,0.163,5167867.99,4249499.72,51380.33,348880.4,518107.55,1323.46
VUT.4_1,Shefa,ssp585 (low confidence),17,2060,0.229,5848854.51,4835812.14,55038.46,387309.52,570694.42,1430.61
VUT.4_1,Shefa,ssp585 (low confidence),17,2070,0.307,6729860.58,5596138.54,59434.87,436413.26,637874.11,1474.24
VUT.4_1,Shefa,ssp585 (low confidence),17,2080,0.389,7776394.11,6499076.73,64181.67,495578.38,717557.03,1593.86
VUT.4_1,Shefa,ssp585 (low confidence),17,2090,0.499,9395085.63,7901370.18,70617.59,583522.07,839575.99,1741.91
